function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,replica_curl,overloaded_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,10,1.000,1.400,2945024.000,1,0,nodeinfo,20,1.000,3.651,5873664.000,1,0,curl,10,1.000,6.893,6512640.000,1,0,189.000,175.630,12273811456.000,12326312277.333,10,0
figlet,10,1.000,2.160,3833856.000,1,0,nodeinfo,20,1.000,2.948,8007680.000,1,0,curl,20,1.000,10.614,5709824.000,1,0,189.727,195.122,12324793685.333,12352658261.333,10,0
figlet,10,1.000,1.682,3909120.000,5,0,nodeinfo,20,1.000,2.955,5410816.000,5,0,curl,20,1.000,12.306,5224448.000,5,0,191.840,192.160,12297121109.333,12330091861.333,10,0
figlet,10,1.000,1.917,5201920.000,5,0,nodeinfo,20,1.000,2.651,5332992.000,5,0,curl,20,1.000,15.907,38710272.000,5,0,208.120,197.558,12329758037.333,12345841152.000,10,0
figlet,10,1.000,2.654,3801088.000,5,0,nodeinfo,20,1.000,3.024,5554176.000,5,0,curl,30,1.000,15.660,7504896.000,5,0,197.080,201.192,12340177578.667,12357749760.000,10,0
figlet,10,1.000,2.163,3853824.000,1,0,nodeinfo,20,1.000,6.934,13324288.000,9,0,curl,30,1.000,13.918,5201920.000,9,0,208.800,218.200,12325186901.333,12455783253.333,10,0
figlet,10,1.000,1.663,4540416.000,1,0,nodeinfo,20,1.000,5.789,5459968.000,1,0,curl,30,1.000,22.710,4638720.000,1,0,238.640,238.650,12625973930.667,12696211285.333,10,0
figlet,10,1.000,1.186,6995968.000,1,0,nodeinfo,20,1.000,4.548,6451200.000,1,0,curl,40,1.000,21.853,2942976.000,1,0,232.360,228.250,12492945817.600,12446757717.333,10,0
figlet,10,1.000,2.065,3305984.000,1,0,nodeinfo,20,1.000,3.901,13787136.000,1,0,curl,40,1.000,29.167,3239936.000,1,0,220.280,216.719,12365083989.333,12383847936.000,10,0
figlet,10,1.000,2.114,4112384.000,1,0,nodeinfo,20,1.000,4.602,18534400.000,1,0,curl,40,1.000,18.247,10977280.000,1,0,216.803,215.161,12342418090.667,12377351509.333,10,0
figlet,10,1.000,1.832,4067328.000,1,0,nodeinfo,20,1.000,3.294,7344128.000,1,0,curl,50,1.000,28.169,5874688.000,1,0,216.760,218.290,12347637077.333,12381681322.667,10,0
figlet,10,1.000,1.969,4109824.000,1,0,nodeinfo,20,1.000,2.377,5246976.000,1,0,curl,50,1.000,30.381,5816320.000,1,0,220.320,217.030,12352595285.333,12387248640.000,10,0
figlet,10,1.000,1.441,3791872.000,5,0,nodeinfo,20,1.000,1.008,7581696.000,5,0,curl,50,1.000,20.324,2961408.000,5,0,217.080,219.258,12342476117.333,12379936938.667,10,0
figlet,10,1.000,1.818,3690496.000,5,0,nodeinfo,30,1.000,2.281,5181440.000,5,0,curl,0,1.000,3.544,3248128.000,1,0,217.320,198.600,12357217621.333,12370875562.667,10,0
figlet,10,1.000,2.125,3880448.000,5,0,nodeinfo,30,1.000,11.514,18149888.000,13,0,curl,0,1.000,0.175,34148352.000,1,0,187.560,178.620,12369225728.000,12421772970.667,10,0
figlet,10,1.000,2.052,3709610.667,1,0,nodeinfo,30,1.000,12.803,26228053.333,17,1,curl,0,1.000,0.188,34148352.000,1,0,167.560,165.430,12546760704.000,12627314858.667,10,1
figlet,20,1.000,2.813,3244032.000,5,0,nodeinfo,0,1.000,2.770,27438080.000,1,0,curl,0,1.000,0.188,34148352.000,1,0,163.240,168.890,12731219285.333,12611143509.333,20,0
figlet,20,1.000,3.439,5568000.000,9,0,nodeinfo,0,1.000,0.110,45381802.667,1,0,curl,0,1.000,0.174,34148352.000,1,0,138.188,118.877,12283177642.667,12297358848.000,10,0
figlet,20,1.000,5.304,4507136.000,17,1,nodeinfo,0,1.000,0.120,45510656.000,1,0,curl,0,1.000,0.160,34148352.000,1,0,151.000,133.050,12362406570.667,12413035349.333,10,1
