function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_cows,rate_function_cows,success_rate_function_cows,cpu_usage_function_cows,ram_usage_function_cows,replica_cows,overloaded_function_cows,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,10,1.000,2.205,3860480.000,5,0,nodeinfo,20,1.000,4.176,5472256.000,5,0,cows,20,1.000,2.725,7405568.000,5,0,206.800,203.377,12076057941.333,12104991573.333,10,0
figlet,10,1.000,2.354,4151296.000,1,0,nodeinfo,20,1.000,10.413,9207808.000,9,0,cows,30,1.000,7.568,5226496.000,9,0,197.000,206.292,12084757162.667,12246384128.000,10,0
figlet,10,1.000,3.298,6728192.000,1,0,nodeinfo,20,1.000,9.473,23043925.333,1,0,cows,30,1.000,10.643,21261994.667,17,1,205.360,232.320,12486817109.333,12582155093.333,10,1
figlet,10,1.000,1.871,8536064.000,1,0,nodeinfo,20,1.000,5.605,32006144.000,1,0,cows,30,1.000,5.812,26122922.667,1,0,226.657,223.675,12632422400.000,12506541397.333,20,0
figlet,10,1.000,1.779,3979264.000,1,0,nodeinfo,20,1.000,4.603,13171200.000,1,0,cows,40,1.000,2.989,6131712.000,1,0,211.595,216.221,12124026197.333,12150282752.000,10,0
figlet,10,1.000,1.521,3432448.000,1,0,nodeinfo,20,1.000,3.169,3375104.000,1,0,cows,40,1.000,3.984,8773632.000,1,0,211.080,209.324,12096340650.667,12136354816.000,10,0
figlet,10,1.000,2.304,3272704.000,1,0,nodeinfo,20,1.000,3.486,7016448.000,1,0,cows,40,1.000,3.119,19968000.000,1,0,206.825,199.750,12076654592.000,12122019328.000,10,0
figlet,10,1.000,2.421,3689472.000,1,0,nodeinfo,20,1.000,3.111,7938048.000,1,0,cows,50,1.000,4.405,18460672.000,1,0,195.296,202.642,12085268480.000,12146013013.333,10,0
figlet,10,1.000,2.361,4800512.000,5,0,nodeinfo,20,1.000,4.429,4694016.000,5,0,cows,50,1.000,4.580,17592320.000,5,0,203.876,206.495,12092340906.667,12122631509.333,10,0
figlet,10,1.000,2.392,3745792.000,5,0,nodeinfo,20,1.000,3.552,7327744.000,5,0,cows,50,1.000,5.623,8556544.000,5,0,214.601,212.336,12094067370.667,12111393450.667,10,0
figlet,10,1.000,2.576,3266560.000,1,0,nodeinfo,30,1.000,6.410,18964480.000,5,0,cows,0,1.000,3.515,9707520.000,1,0,206.800,213.964,12097301162.667,12147497301.333,10,0
figlet,10,1.000,3.625,4521984.000,1,0,nodeinfo,30,1.000,12.308,16802304.000,13,0,cows,0,1.000,0.115,47619584.000,1,0,228.760,242.120,12165486592.000,12383209984.000,10,0
figlet,10,1.000,1.803,2910208.000,1,0,nodeinfo,30,1.000,8.216,24973994.667,5,0,cows,0,1.000,0.111,43982677.333,1,0,269.120,232.144,12501028864.000,12265226922.667,20,0
figlet,10,1.000,2.348,3537920.000,1,0,nodeinfo,30,1.000,7.068,13352960.000,1,0,cows,10,1.000,1.324,43701760.000,1,0,217.251,210.314,11992012117.333,12033131861.333,10,0
figlet,10,1.000,2.487,4468736.000,1,0,nodeinfo,30,1.000,5.498,6037504.000,1,0,cows,10,1.000,1.327,7991296.000,1,0,213.241,221.468,11958134374.400,12025765034.667,10,0
figlet,10,1.000,2.381,4313600.000,1,0,nodeinfo,30,1.000,5.580,6774784.000,1,0,cows,10,1.000,0.776,7905280.000,1,0,197.880,200.235,11966906368.000,12014217216.000,10,0
figlet,10,1.000,1.559,5959680.000,1,0,nodeinfo,30,1.000,4.975,18065408.000,1,0,cows,20,1.000,2.102,5914624.000,1,0,197.936,201.302,11956265642.667,12002127701.333,10,0
figlet,10,1.000,1.949,3211264.000,1,0,nodeinfo,30,1.000,4.949,5492736.000,1,0,cows,20,1.000,1.560,5525504.000,1,0,204.164,202.103,11957534720.000,11999259477.333,10,0
figlet,10,1.000,2.511,2920448.000,1,0,nodeinfo,30,1.000,5.554,4661248.000,1,0,cows,20,1.000,1.902,13807616.000,1,0,195.181,201.355,11898503168.000,11939243349.333,10,0
figlet,10,1.000,2.804,4472832.000,1,0,nodeinfo,30,1.000,5.754,5185536.000,1,0,cows,30,1.000,4.250,5484544.000,1,0,201.626,204.176,11890809514.667,11952475818.667,10,0
figlet,10,1.000,2.004,2449408.000,1,0,nodeinfo,30,1.000,6.903,7602176.000,1,0,cows,30,1.000,4.561,12722176.000,1,0,208.360,207.818,11919361365.333,11973142186.667,10,0
figlet,10,1.000,2.814,3961856.000,1,0,nodeinfo,30,1.000,6.538,6590464.000,1,0,cows,30,1.000,3.007,12505088.000,1,0,206.720,208.702,11924760576.000,11965053098.667,10,0
figlet,10,1.000,2.557,4857856.000,5,0,nodeinfo,30,1.000,6.065,5558272.000,5,0,cows,40,1.000,4.236,6651904.000,5,0,204.760,211.738,11933887829.333,11950345728.000,10,0
figlet,10,1.000,2.026,3950592.000,5,0,nodeinfo,30,1.000,5.318,18554880.000,5,0,cows,40,1.000,3.191,6807552.000,5,0,214.768,214.846,11913382570.667,11943822336.000,10,0
figlet,10,1.000,2.026,3764224.000,5,0,nodeinfo,30,1.000,5.822,5189632.000,5,0,cows,40,1.000,8.672,11788288.000,13,0,205.560,218.856,11919213909.333,12039358293.333,10,0
figlet,10,1.000,2.376,4042752.000,5,0,nodeinfo,30,1.000,8.939,4759552.000,13,0,cows,50,1.000,13.740,5910528.000,20,1,227.023,223.744,12201865898.667,12376071680.000,10,1
figlet,10,1.000,1.846,5444096.000,1,0,nodeinfo,30,1.000,6.931,4325376.000,5,0,cows,50,1.000,8.114,20887552.000,5,0,253.898,249.469,12661923157.333,12679985322.667,20,0
figlet,10,1.000,2.700,2744320.000,1,0,nodeinfo,30,1.000,5.343,9064448.000,1,0,cows,50,1.000,6.757,19892224.000,1,0,232.508,230.128,12385305258.667,12416717653.333,10,0
figlet,10,1.000,2.913,3123200.000,1,0,nodeinfo,40,1.000,9.193,9064448.000,1,0,cows,0,1.000,2.148,20825429.333,1,0,234.995,231.378,12357372586.667,12235732138.667,10,0
figlet,10,1.000,2.091,3629056.000,1,0,nodeinfo,40,1.000,5.671,16691200.000,1,0,cows,0,1.000,0.114,5877760.000,1,0,220.194,198.125,12049836032.000,12031070549.333,10,0
figlet,10,1.000,3.057,2973696.000,1,0,nodeinfo,40,1.000,7.120,14163968.000,1,0,cows,0,1.000,0.149,47536640.000,1,0,202.360,211.369,11965156693.333,12050965845.333,10,0
figlet,10,1.000,2.226,3774464.000,1,0,nodeinfo,40,1.000,7.635,6918144.000,1,0,cows,10,1.000,0.653,47532032.000,1,0,201.080,188.523,12018890752.000,12014009856.000,10,0
figlet,10,1.000,2.904,4997120.000,1,0,nodeinfo,40,1.000,4.062,9109504.000,1,0,cows,10,1.000,1.347,4907008.000,1,0,192.576,197.063,11969761962.667,11985855488.000,10,0
figlet,10,1.000,2.005,3927552.000,1,0,nodeinfo,40,1.000,6.239,4648960.000,1,0,cows,10,1.000,1.382,16977920.000,1,0,203.040,201.318,11913729365.333,11968948906.667,10,0
figlet,10,1.000,2.094,5640192.000,1,0,nodeinfo,40,1.000,8.287,7565312.000,1,0,cows,20,1.000,2.153,5726208.000,1,0,194.638,202.750,11911846570.667,11983013034.667,10,0
figlet,10,1.000,2.147,3969536.000,1,0,nodeinfo,40,1.000,5.060,5439488.000,1,0,cows,20,1.000,1.569,5632000.000,1,0,206.201,203.569,11951264426.667,12005111296.000,10,0
figlet,10,1.000,3.063,5492736.000,5,0,nodeinfo,40,1.000,5.823,7176192.000,5,0,cows,20,1.000,1.980,7684096.000,5,0,202.845,208.856,11970466474.667,12024388266.667,10,0
figlet,10,1.000,2.079,3506688.000,5,0,nodeinfo,40,1.000,8.362,5455872.000,5,0,cows,30,1.000,2.362,8101888.000,5,0,205.560,214.329,12002060970.667,12020175530.667,10,0
figlet,10,1.000,1.790,3825664.000,5,0,nodeinfo,40,1.000,6.155,5341184.000,5,0,cows,30,1.000,3.872,4763648.000,5,0,221.735,210.133,12013312682.667,12034947925.333,10,0
figlet,10,1.000,1.857,3895296.000,5,0,nodeinfo,40,1.000,9.657,7364608.000,13,0,cows,30,1.000,5.824,15295488.000,13,0,206.401,220.630,12022501376.000,12203678890.667,10,0
figlet,10,1.000,2.111,3250176.000,1,0,nodeinfo,40,1.000,15.456,14870186.667,17,1,cows,40,1.000,9.667,11329536.000,17,1,225.903,233.596,12488370176.000,12689732266.667,10,1
figlet,20,1.000,3.192,8298325.333,1,0,nodeinfo,40,1.000,5.347,33953280.000,1,0,cows,0,1.000,0.213,21644458.667,1,0,93.320,123.870,12035717802.667,12035940693.333,10,0
figlet,20,1.000,4.517,4145152.000,1,0,nodeinfo,40,1.000,10.633,7786496.000,1,0,cows,0,1.000,0.134,22408192.000,1,0,180.600,178.160,12083103744.000,12130608810.667,10,0
figlet,20,1.000,5.064,6184960.000,1,0,nodeinfo,40,1.000,6.180,6647808.000,1,0,cows,0,1.000,0.137,23276544.000,1,0,180.800,183.580,12082037418.667,12075511637.333,10,0
figlet,20,1.000,3.919,4466688.000,1,0,nodeinfo,40,1.000,6.913,5128192.000,1,0,cows,10,1.000,1.513,25222144.000,1,0,186.440,181.610,12044609536.000,12075414186.667,10,0
figlet,20,1.000,4.581,4550656.000,1,0,nodeinfo,40,1.000,6.935,5312512.000,1,0,cows,10,1.000,1.520,6975488.000,1,0,202.320,202.220,12067827029.333,12120551594.667,10,0
figlet,20,1.000,4.234,3964928.000,1,0,nodeinfo,40,1.000,5.071,7204864.000,1,0,cows,10,1.000,1.502,5287936.000,1,0,201.080,206.582,12072569514.667,12110628693.333,10,0
figlet,20,1.000,4.532,4116480.000,5,0,nodeinfo,40,1.000,7.045,5361664.000,5,0,cows,20,1.000,2.717,5230592.000,5,0,202.480,204.680,12066060970.667,12109103616.000,10,0
figlet,20,1.000,2.946,3994624.000,5,0,nodeinfo,40,1.000,7.219,7733248.000,5,0,cows,20,1.000,2.977,8470528.000,5,0,221.320,213.980,12088437418.667,12112407893.333,10,0
figlet,20,1.000,4.959,5525504.000,5,0,nodeinfo,40,1.000,8.512,5857280.000,5,0,cows,20,1.000,2.685,5349376.000,5,0,201.496,212.164,12087626410.667,12125132117.333,10,0
figlet,20,1.000,3.442,3207168.000,5,0,nodeinfo,40,1.000,9.501,9756672.000,13,0,cows,30,1.000,4.239,7442432.000,5,0,210.880,214.537,12099655680.000,12175595349.333,10,0
figlet,20,1.000,3.508,4486314.667,9,0,nodeinfo,40,1.000,13.683,25730560.000,17,1,cows,30,1.000,5.255,13405184.000,9,0,222.080,212.050,12302603605.333,12417055573.333,10,1
figlet,20,1.000,4.203,9249280.000,1,0,nodeinfo,40,1.000,8.180,27169450.667,5,0,cows,30,1.000,3.713,23851008.000,1,0,222.200,227.633,12600845653.333,12569930922.667,20,0
figlet,20,1.000,4.435,3302741.333,1,0,nodeinfo,40,1.000,8.727,16389632.000,1,0,cows,40,1.000,5.459,5750784.000,1,0,234.520,231.420,12169611946.667,12215933098.667,10,0
figlet,20,1.000,4.466,3600384.000,1,0,nodeinfo,40,1.000,7.630,18972672.000,1,0,cows,40,1.000,4.197,7540736.000,1,0,233.040,226.790,12119426389.333,12143383552.000,10,0
figlet,20,1.000,4.990,2433024.000,1,0,nodeinfo,40,1.000,6.667,7458816.000,1,0,cows,40,1.000,2.378,16777216.000,1,0,218.280,219.820,12096116736.000,12156272298.667,10,0
figlet,20,1.000,3.334,3117056.000,1,0,nodeinfo,40,1.000,6.999,5206016.000,1,0,cows,50,1.000,3.891,5406720.000,1,0,265.800,281.360,12075016874.667,12097186645.333,10,0
figlet,20,1.000,4.615,3117056.000,1,0,nodeinfo,40,1.000,6.605,8372224.000,1,0,cows,50,1.000,6.527,16052224.000,1,0,230.320,231.690,12140024490.667,12168146602.667,10,0
figlet,20,1.000,3.699,4413440.000,1,0,nodeinfo,40,1.000,6.652,7331840.000,1,0,cows,50,1.000,5.166,4845568.000,1,0,231.520,232.103,12114745344.000,12137701034.667,10,0
figlet,20,1.000,4.438,3976704.000,5,0,nodeinfo,50,1.000,9.545,7802880.000,5,0,cows,0,1.000,1.476,5558272.000,1,0,230.960,224.060,12093157376.000,12116972885.333,10,0
figlet,20,1.000,5.633,3897344.000,5,0,nodeinfo,50,1.000,9.964,6955008.000,5,0,cows,0,1.000,0.124,40729600.000,1,0,205.320,202.060,12046142805.333,12061850794.667,10,0
figlet,20,1.000,4.878,3063808.000,5,0,nodeinfo,50,1.000,16.310,14804992.000,17,1,cows,0,1.000,0.091,40735744.000,1,0,212.600,231.140,12078931968.000,12260357290.667,10,1
figlet,30,1.000,4.999,4719616.000,5,0,nodeinfo,0,1.000,3.487,26759168.000,1,0,cows,0,1.000,0.123,40478890.667,1,0,223.000,187.480,12485471573.333,12369613312.000,20,0
figlet,30,1.000,7.159,5029888.000,9,0,nodeinfo,0,1.000,0.148,57511936.000,1,0,cows,0,1.000,0.117,40443904.000,1,0,158.203,145.741,12071471104.000,12086665216.000,10,0
figlet,30,1.000,7.741,8574976.000,17,1,nodeinfo,0,1.000,0.146,57366528.000,1,0,cows,0,1.000,0.141,40512682.667,1,0,163.200,169.110,12121339221.333,12197115733.333,10,1
