function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,replica_figlet,overloaded_function_figlet,function_nodeinfo,rate_function_nodeinfo,success_rate_function_nodeinfo,cpu_usage_function_nodeinfo,ram_usage_function_nodeinfo,replica_nodeinfo,overloaded_function_nodeinfo,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,replica_shasum,overloaded_function_shasum,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,rest_seconds,overloaded_node
figlet,10,1.000,1.997,5365760.000,1,0,nodeinfo,20,1.000,9.767,9136128.000,17,1,shasum,0,1.000,0.086,3411968.000,1,0,196.920,180.823,10675972778.667,10734076245.333,10,1
figlet,10,1.000,2.394,3424256.000,1,0,nodeinfo,20,1.000,3.729,5439488.000,5,0,shasum,0,1.000,0.090,19685376.000,1,0,187.901,200.396,10847664128.000,10728925354.667,20,0
figlet,10,1.000,1.987,4163584.000,1,0,nodeinfo,20,1.000,9.237,13551616.000,13,0,shasum,10,1.000,1.154,19686741.333,1,0,178.511,181.899,10417006592.000,10516673365.333,10,0
figlet,10,1.000,1.525,18657280.000,1,0,nodeinfo,20,1.000,3.748,24651093.333,1,0,shasum,10,1.000,1.405,4305408.000,1,0,191.257,182.358,10664633002.667,10628320085.333,20,0
figlet,10,1.000,2.243,4115456.000,1,0,nodeinfo,20,1.000,3.531,5652480.000,1,0,shasum,10,1.000,1.574,2842624.000,1,0,170.879,174.175,10354969941.333,10404700842.667,10,0
figlet,10,1.000,1.988,6086656.000,1,0,nodeinfo,20,1.000,3.207,7229440.000,1,0,shasum,20,1.000,2.654,3956736.000,1,0,170.066,182.513,10390839296.000,10419817984.000,10,0
figlet,10,1.000,2.164,4062208.000,1,0,nodeinfo,20,1.000,3.805,6234112.000,1,0,shasum,20,1.000,2.539,4125696.000,1,0,190.040,184.210,10398771200.000,10424507392.000,10,0
figlet,10,1.000,2.366,4163072.000,1,0,nodeinfo,20,1.000,3.545,6959104.000,1,0,shasum,20,1.000,3.028,4593664.000,1,0,179.238,175.279,10387548160.000,10424587946.667,10,0
figlet,10,1.000,2.060,3815424.000,1,0,nodeinfo,20,1.000,3.108,7593984.000,1,0,shasum,30,1.000,3.551,4030464.000,1,0,185.280,181.459,10378765653.333,10418774528.000,10,0
figlet,10,1.000,1.876,3801088.000,1,0,nodeinfo,20,1.000,3.448,6516736.000,1,0,shasum,30,1.000,4.410,6242304.000,1,0,189.640,180.850,10397385386.667,10423195648.000,10,0
figlet,10,1.000,2.084,3487744.000,1,0,nodeinfo,20,1.000,3.002,5640192.000,1,0,shasum,30,1.000,3.850,4104192.000,1,0,195.120,179.847,10401671850.667,10430579882.667,10,0
figlet,10,1.000,2.111,4440064.000,1,0,nodeinfo,20,1.000,3.428,6246400.000,1,0,shasum,40,1.000,5.334,4128768.000,1,0,189.939,188.720,10388787882.667,10422540629.333,10,0
figlet,10,1.000,2.413,3297280.000,1,0,nodeinfo,20,1.000,3.743,8814592.000,1,0,shasum,40,1.000,6.313,4191232.000,1,0,195.400,184.761,10374485333.333,10408957781.333,10,0
figlet,10,1.000,2.498,3885568.000,1,0,nodeinfo,20,1.000,3.428,7704576.000,1,0,shasum,40,1.000,5.255,4474880.000,1,0,198.480,184.923,10383228245.333,10414129322.667,10,0
figlet,10,1.000,2.229,5091328.000,5,0,nodeinfo,20,1.000,4.243,7409664.000,5,0,shasum,50,1.000,7.828,6553600.000,5,0,193.441,192.131,10391714474.667,10425256277.333,10,0
figlet,10,1.000,2.674,2924544.000,5,0,nodeinfo,20,1.000,4.538,7778304.000,5,0,shasum,50,1.000,6.143,2904064.000,5,0,184.600,193.455,10373573973.333,10399693141.333,10,0
figlet,10,1.000,2.149,2838528.000,5,0,nodeinfo,20,1.000,3.891,18378752.000,5,0,shasum,50,1.000,6.729,3369642.667,13,0,204.489,198.179,10402313557.333,10464919381.333,10,0
figlet,10,1.000,1.924,3924992.000,5,0,nodeinfo,30,1.000,3.674,5943296.000,5,0,shasum,0,1.000,2.454,3342336.000,1,0,185.120,192.508,10560774826.667,10588658858.667,10,0
figlet,10,1.000,1.848,2781184.000,5,0,nodeinfo,30,1.000,11.078,15475712.000,13,0,shasum,0,1.000,0.083,0.000,1,0,202.600,194.410,10528693589.333,10527699114.667,10,0
figlet,10,1.000,2.617,3960832.000,1,0,nodeinfo,30,1.000,14.218,15891797.333,17,1,shasum,0,1.000,0.099,19771392.000,1,0,181.680,173.197,10629419690.667,10709866154.667,10,1
figlet,20,1.000,3.467,4017664.000,5,0,nodeinfo,0,1.000,1.412,24038741.333,1,0,shasum,0,1.000,0.086,19771392.000,1,0,149.640,166.290,10786517674.667,10681972736.000,20,0
figlet,20,1.000,3.229,5030912.000,9,0,nodeinfo,0,1.000,0.156,65173504.000,1,0,shasum,0,1.000,0.074,19771392.000,1,0,139.200,120.358,10358246741.333,10371550890.667,10,0
figlet,20,1.000,4.903,8196608.000,17,1,nodeinfo,0,1.000,0.133,64644096.000,1,0,shasum,0,1.000,0.090,19771392.000,1,0,142.120,132.660,10417141760.000,10475655850.667,10,1
